item_id,season,supplier_name,gt_color1,gt_color2,gt_color3,pred_detail_1,pred_detail_2,pred_detail_3,pred_main_1,pred_main_2,pred_main_3,is_multi,confidence_1,confidence_2,confidence_3,image_description,errors,latency_seconds,success,image_path
52422,2026_SS,Meirui,Fuchsia,,,Fuchsia,Green,Brown,Pink,Green,Brown,False,0.9,0.85,0.8,"The product features a vibrant magenta flower with deep green leaves and a brown stem. The petals have a slight gradient from dark to light magenta, adding depth to the flower.",,21.14,True,../pics/2026_SS/Meirui_1583/images/52422_MR58-SG04_#4 hotpink_0_2026_SS-Meirui-1583-SELECTION-SHEET.jpg
61119,2026_AW,Yarnsmith Arts,Copper,,,Bronze,,,Bronze,,,False,0.95,,,"The reindeer sculpture features a dominant bronze color with a metallic finish, showcasing a slightly weathered texture.",,12.19,True,../pics/2026_AW/Yarnsmith Arts_2136/images/61119_YSA 25_76_0_SELECTION SHEET-Yarnsmith Arts-2026_AW-SF2136.jpg
62994,2026_SS,CV. Palem Craft Jogja,Blue,Natural,,Natural,Blue,White,Natural,Blue,White,False,0.9,0.85,0.8,"The wall decor features a natural wood tone with blue and white zigzag patterns. The material has a matte finish, and the design is symmetrical with a central starburst pattern.",,13.67,True,../pics/2026_SS/CV. Palem Craft Jogja_1605/images/62994_DP0399 dia 76 - 3_0_INFORMATION SHEET-CV. Palem Craft Jogja-2026_SS-SF1605.jpg
73536,2026_AW,Export House,Off-white,,,Silver,Black,,Silver,Black,,False,0.95,0.8,,"The wall hook is metallic with a shiny silver finish, featuring a reindeer design.",,10.43,True,../pics/2026_AW/Export House_2144/images/73536_92440_1_0_INFORMATION SHEET-Export House-2026_AW-SF2144 (1).jpg
59766,2026_SS,Evergreat International Co,Natural,White,,Beige,White,,Beige,White,,False,0.9,0.9,,"The baskets feature alternating horizontal stripes of natural wood tone and white. The material has a matte finish, giving a soft, woven texture.",,13.59,True,../pics/2026_SS/Evergreat International Co_1784/images/59766_EG324804B_EG324804B_2_EG324804B_3_0_61623_merged_20250415_132931935.jpg
56293,2026_SS,Jianwen Craft,White,Natural,,Light grey,,,Grey,,,False,0.85,,,"The bookends are primarily a light grey with a matte finish, featuring a subtle textured pattern resembling a shell.",,17.8,True,../pics/2026_SS/Jianwen Craft_1524/images/56293_11247091_1_0_60141_merged_20241219_135658793.jpg
67686,2026_AW,Nc Gardens,Light pink,,,Light pink,Light green,,Pink,Green,,False,0.9,0.85,,"The product features soft pink petals with a subtle gradient effect, and light green stems. The finish is matte, giving a natural appearance.",,9.43,True,../pics/2026_AW/Nc Gardens_2251/images/67686_002C-CA1952B BR-128_0_INFORMATION SHEET-Nc Gardens-2026_AW-SF2251.jpg
70945,2026_SS,V&S,Multi,,,Pink,Caramel,Yellow,Pink,Brown,Yellow,False,0.9,0.85,0.8,"The glass vases feature three distinct colors: pink, amber, and yellow. Each vase has a textured, diamond-patterned surface with a glossy finish, enhancing the vibrancy of the colors.",,18.15,True,../pics/2026_SS/V&s_1618/images/70945_GP11319B pink_GP11319B orange_GP11319B yellow_0_64506_merged_20250619_133031055.jpg
54196,2026_SS,Zibo Beacon,Turquoise,,,Turquoise,White,Green,Blue,White,Green,False,0.9,0.85,0.8,"The product is a glass shell with a glossy finish, featuring a blend of green and white colors in a swirling pattern.",,10.89,True,../pics/2026_SS/Zibo Beacon_1708/images/54196_ESA5915-G_0_2026_SS-Zibo Beacon-1708-SELECTION-SHEET.jpg
81680,2026_AW,Decer,Old pink,,,Marsala,Dark red,Red,Red,Red,Red,False,0.85,0.85,0.75,"The ceramic pot features a glossy finish with a dominant maroon color, accented by a textured pattern of lighter and darker maroon shades.",,12.29,True,../pics/2026_AW/Decer_3172/images/81680_1325-15_0_SELECTION SHEET-Decer-2026_AW-SF3172.jpg
57707,2026_SS,Dalian East International,Light pink,,,Orange,Pink,Green,Orange,Pink,Green,False,0.85,0.85,0.8,"The product features three flower arrangements in pots. The flowers are orange, bright pink, and light pink. The leaves are green, and the pots are white. The flowers have a matte finish.",,14.21,True,../pics/2026_SS/Dalian East International_1562/images/57707_DK25279A DK_PK    OR                       PK PINK_0_2026_SS-Dalian East International-1562-SELECTION-SHEET.jpg
66357,2026_SS,Mode,Natural,Black,,Natural,Black,,Natural,Black,,False,0.95,0.9,,"The product features a natural seagrass color on the upper section and a black color on the lower section, with a woven texture.",,14.56,True,../pics/2026_SS/Mode_2547/images/66357_S_3 black_0_ESTIMATED ORDER-Mode-2026_SS-SF2547 (1).jpg
57650,2026_SS,Haijin International,Natural,Orange,,Natural,Red,Yellow,Natural,Red,Yellow,False,0.95,0.85,0.8,"The baskets feature a natural beige tone with colorful scalloped edges in red, yellow, and orange. The woven texture adds a rustic appearance.",,14.91,True,../pics/2026_SS/Haijin International_1798/images/57650_SD24172 S_3 -2_0_SELECTION SHEET HAIJIN 1-2026.jpg
65389,2026_SS,Decorative Crafts,Natural,Blue,,Natural,Blue,,Natural,Blue,,False,0.95,0.85,,"The basket features a natural seagrass tone with blue horizontal stripes. The finish is matte, highlighting the woven texture.",,12.37,True,../pics/2026_SS/Decorative Crafts_1967/images/65389_SB-4529B_0_SELECTION SHEET DECORATIVE CRAFTS 1-2026.jpg
74786,2026_AW,Umiss ,Multi,,,Camel,Dark red,,Brown,Red,,False,0.85,0.85,,"The products are paper star decorations in three distinct colors: natural brown, deep red, and dark teal. Each has a matte finish with a pleated pattern.",,16.66,True,../pics/2026_AW/Umiss _2443/images/74786_PF-9_50cm_Light brown_PF-9_50cm_Claret red_PF-9_50cm_pantone 5625U_0_ESTIMATED ORDER-Umiss -2026_AW-SF2443.jpg
66388,2026_AW,China Neeo,Green,,,Green,Gold,,Green,Gold,,False,0.9,0.85,,"The product consists of green candles shaped like trees, wrapped in transparent plastic with gold ribbons. The candles have a matte finish.",,12.99,True,../pics/2026_AW/China Neeo_1545/images/66388_N37052-10320-2_0_SELECTION SHEET-China NeeoPATOK-2026_AW-SF1545 (1).jpg
68882,2026_AW,Smile Interiors,Dark brown,,,Brown,Gold,,Brown,Gold,,False,0.85,0.85,,"The mirror features a natural wood tone with a matte finish, arranged in a flower-like pattern around the circular mirror.",,12.06,True,../pics/2026_AW/Smile Interiors_2117/images/68882_2863D_0_INFORMATION SHEET-Smile Interiors-2026_AW-SF2194.jpg
72085,2026_AW,"Shenyang James Global Co., LTD. ",Multi,,,Camel,Red,Gold,Brown,Red,Gold,False,0.85,0.85,0.8,"The product is a bear with a dominant brown color. It features red accents on the hat and buttons, gold details on the balloons and cuffs, white balloons, and lace trim. The bear wears red shoes.",,16.45,True,../pics/2026_AW/Shenyang James Arts & Crafts_2394/images/72085_D012522224-1BN_0_ESTIMATED ORDER CP 1-2-Shenyang James Arts & Crafts-2026_AW-SF1724.jpg
64280,2026_AW,C&H Crystal,Gold,,,Gold,Transparent,,Gold,Transparent,,False,0.9,0.9,,"The product features a metallic gold finish with clear crystal elements. The gold has a glossy sheen, and the crystal parts are transparent with a faceted design.",,9.54,True,../pics/2026_AW/C&H Crystal_1757/images/64280_ch258 - s_1_0_SELECTION SHEET-C&H Crystal-2026_AW-SF1757 PAT OK.jpg
52412,2026_SS,Meirui,Yellow,,,Multi,,,Multi,,,True,1.0,,,"The product consists of six artificial Gerbera flowers with distinct colors: light pink, pale pink, magenta, orange, yellow, and white. Each flower has a green stem. The petals have a matte finish, and the centers vary slightly in color, complementing the petal hues.",,14.82,True,../pics/2026_SS/Meirui_1583/images/52412_MR124-YJ0998_YELLOW_0_2026_SS-Meirui-1583-INFORMATION-SHEET_20241126_080547449.jpg
58639,2026_SS,Like Ceramics,White,Black,,Black,White,,Black,White,,False,0.85,0.9,,"The ceramic plates feature black and white patterns. One plate has a geometric stripe design, while the other displays floral motifs. The finish is matte.",,10.16,True,../pics/2026_SS/Like Ceramics_1295/images/58639_LYP08A_LYP08A_2_0__merged_20250319_144420147.jpg
71680,2026_AW,Saite Gift Co Ltd,White,Christmas red,,Red,Natural,,Red,Natural,,False,0.85,0.85,,"The product features two house-shaped t-light holders. One is predominantly red with a matte finish, and the other is white with a matte finish. Both have natural wood bases. The design includes cut-out shapes like stars and windows.",,10.04,True,../pics/2026_AW/Saite Gift Co Ltd_1560/images/71680_AD279719_AD279719_1_0_266610_merged_20250626_115425471.jpg
33175,2026_SS,Xiamen XinJiapeng ,Orange,Transparent,,Orange,Green,,Orange,Green,,False,0.9,0.85,,"The product features vibrant orange flowers with green centers and leaves. The stems are a natural green tone, and the glass pot is clear. The overall finish is glossy due to the glass.",,10.13,True,../pics/2026_SS/Xiamen XinJiapeng _1260/images/33175_XT93031-11 LORG_0_2026_SS-Xiamen XinJiapeng -1260-SELECTION-SHEET.jpg
46390,2026_SS,Artisan House,Natural,,,Natural,,,Natural,,,False,0.95,,,"The placemat features a natural wood tone with a woven jute texture, displaying a consistent pattern throughout.",,14.49,True,../pics/2026_SS/Artisan House_684/images/46390_AHJP-016_0_SELECTION SHEET-Artisan House-2026_SS-SF684.jpg
57923,2026_SS,V&S,Beige,,,Terracotta,White,,Brown,White,,False,0.9,0.85,,The candle features a terracotta color with a matte finish and an embossed floral pattern. The wax inside is white with a wooden wick.,,11.81,True,../pics/2026_SS/V&s_1618/images/57923_24SN11211_0_2026_SS-V&s-1618-INFORMATION-SHEET 2.jpg
46960,2026_SS,Wadou Creative Art Co,Khaki green,Off-white,,Green,Beige,Black,Green,Beige,Black,False,0.85,0.85,0.75,"The painting features dominant earthy green and beige tones with black and white accents. It has a textured, abstract pattern with a matte finish.",,11.38,True,../pics/2026_SS/Wadou Creative Art Co_1637/images/46960_23_0_2026_SS-Wadou Creative Art Co-1637-SELECTION-SHEET PAT OK.jpg
66509,2026_SS,Kate Mas,Natural,,,Natural,White,,Natural,White,,False,0.95,0.8,,"The flamingo décor item features a natural wood tone with a woven texture, primarily in light brown. The beak area has a small section of white. The finish is matte, highlighting the grass material.",,12.52,True,../pics/2026_SS/Kate Mas_1778/images/66509_DC2427 M_0_SELECTION SHEET-Kate Mas-2026_SS-SF1778.jpg
78082,2026_AW,All Market ,Blue,Green,,Green,Silver,,Green,Silver,,False,0.9,0.85,,"The product features a mix of glossy green and silver metallic rectangles, creating a shimmering effect. The colors blend in a gradient pattern from top to bottom.",,12.21,True,../pics/2026_AW/All Market _2674/images/78082_AM85LC-L50 x W50 x H180cm - green_blue_0_SELECTION SHEET-All Market -2026_AW-SF2674.jpg
64861,2026_AW,Bolai Arts&crafts,Black,,,Red,Black,Orange,Red,Black,Orange,False,0.9,0.85,0.8,"The wall clock features a dominant red color with a matte finish, accented by black elements on the tire and clock face. It includes metallic silver details on the handlebars and orange circular accents. The clock face is white with black numerals.",,12.85,True,../pics/2026_AW/Bolai Arts&crafts_2246/images/64861_BLU0101_1_1_0_SELECTION SHEET-Bolai Arts&crafts-2026_AW-SF2246.jpg
57574,2026_AW,Sote,Gold,,,Gold,White,Silver,Gold,White,Silver,False,0.9,0.85,0.8,"The Santa Claus figures feature a dominant gold color with sequined and metallic finishes. They have white fur trim and beards, and their faces are a natural skin tone. The trees they hold are silver with gold accents. The reindeer staffs are gold. The overall look is festive with a mix of metallic and fabric textures.",,15.71,True,../pics/2026_AW/Sote_1968/images/57574_B_0_SELECTION SHEET-Sote-2026_AW-SF1968.jpg
