item_id,supplier_id,supplier_name,season,supplier_reference,supplier_reference_description,purchase_price,length,width,height,weight,hscode6,hscode10,main,sub,detail,level4,item_type,materials,dataset
71550,694,Hongmei Arts & Crafts Co Ltd,2026_AW,MS243004 small waterball_A,waterball 2ast6.5*6.5*8.5cm A,0.0,6.5,6.5,8.5,,392640.0,,Decoration,Home Accessories,Figurines,People,,"POLYRESIN (80.00%), WATER (15.00%), GLASS (5.00%)",train
81830,77,Condor,2026_AW,35838/35873,"ASSORTMENT OF 2 CUSHION WITH VACUUM FILLER, FRONT & BACK100% COTTON VELVET, MACHINE SATIN STITCH EMBROIDERY, KNIFE EDGE",7.2,45.0,45.0,1.0,680.0,940490.0,,Home Textiles,Cushions,Cushions & Cushion Covers,Unspecified,Cushion,COTTON (100.00%),train
76901,333,Like Ceramics,2026_AW,LY469-SP/LY469-SP_1/LY469-SP_1_1,1PC CANISTER WITH BAMBOO COVER  BULK PACK/1PC CANISTER WITH BAMBOO COVER  BULK PACK/1PC CANISTER WITH BAMBOO COVER  BULK PACK,2.38,10.0,10.0,15.8,745.0,691110.0,6911100090.0,Tableware,Table & Kitchen Accessories,Storage Jars,Unspecified,Canister,"CERAMIC (90.00%), BAMBOO (10.00%)",train
66106,852,Xd Glass,2026_AW,XDJY589,clear with unique mouth design,3.7,17.0,17.0,19.0,1000.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
81377,1346,Meubel Collections Crest ,2026_AW,2024-033 B table base,table base,30.0,31.0,31.0,42.0,9400.0,940360.0,,Furniture,Tables,Side Tables,Unspecified,Table Base,"MANGO WOOD (80.00%), GLASS (20.00%)",train
63099,792,Dingsheng Gift,2026_AW,20H658,Magnesia Angel 32x23x56cm,14.6,32.0,23.0,56.0,5000.0,681591.0,6815910000.0,Decoration,Home Accessories,Figurines,Fantasy,Angel,"MAGNESIUM (45.00%), RESIN (30.00%), FIBREGLASS (25.00%)",train
70770,494,Crystal HomeProducts Co. Ltd (Sunlight),2026_AW,SNL-5A0697L,Glass candle holder -Large size,0.99,10.0,10.0,12.5,500.0,701399.0,,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,,GLASS (100.00%),train
66547,59,Kate Mas,2026_AW,TB2421,Branch round table large,85.0,60.0,60.0,110.0,45000.0,940360.0,9403609000.0,Furniture,Tables,Bar Tables,Unspecified,Bar table,"BRANCH (80.00%), TEAK WOOD (20.00%)",train
70773,494,Crystal HomeProducts Co. Ltd (Sunlight),2026_AW,SNL-5A0697L-3,Glass candle holder -Large size,0.99,10.0,10.0,12.5,500.0,701399.0,,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,,GLASS (100.00%),train
71530,694,Hongmei Arts & Crafts Co Ltd,2026_AW,MX243389-8A_B,santa 2ast+15.5*5.5*20.5cm B,0.0,,,,,392640.0,,Decoration,Home Accessories,Figurines,Fantasy,Santa Claus,POLYRESIN (100.00%),train
71689,276,China Neeo,2026_AW,N37014-1008+N37013-1008-C_1,Candle house with  Gingerbread man 9.5H CM,1.75,9.0,7.0,9.5,250.0,340600.0,3406000000.0,Decoration,Candles & Candle Holders,Candles,Unspecified,Candle,PARAFFIN (100.00%),train
72776,612,Glassboy,2026_AW,57162-OR,GLASS LED BALL                    D:15CM                                     3XAA                                               15 LED LIGHTS        COLOR:ORANGE,3.9,15.0,15.0,17.5,538.0,950510.0,9505101000.0,Lighting,Decorative Lighting,Decorative Lighting,Unspecified,Ball,GLASS (100.00%),train
74223,562,V&S,2026_AW,25GP114125-5/25GP114125-6,Glass candle holder with color/Glass candle holder with color,1.41,14.0,14.0,12.5,450.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Tealight holder,GLASS (100.00%),train
81680,1112,Decer,2026_AW,1325-15,VASO PORTLAND C/ AREIA TORNEADA,3.45,15.0,15.0,15.0,,,,Decoration,Flower Pots & Vases,Flower pots,Unspecified,Flowerpot,CERAMIC (100.00%),train
64325,602,Huixiang,2026_AW,P25AP2018BE,Handblown glass vase beige with white dots L: 20.5cm W:20.5cm H:17.5cm,8.7,20.5,20.5,17.5,2300.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
73551,988,Fuzhou Kingart,2026_AW,K3527-60-G-J,"WALL CLOCK, 64*8*47CM",22.95,48.0,8.0,64.0,4450.0,910521.0,9105210000.0,Decoration,Clocks,Wall Clocks,Unspecified,Wall clock,"METAL (70.00%), GLASS (20.00%), PLASTIC (10.00%)",train
61178,977,Jie Feng,2026_AW,15407B,Bear Wine Holder,5.9,22.5,18.5,23.5,1500.0,392640.0,3926400000.0,Decoration,Home Accessories,Figurines,Animals,Bear,"RESIN (52.00%), STONE POWDER (48.00%)",train
56347,638,Big Fortune Arts And Crafts,2026_AW,24A3011,PULP DECORATION 26.5x11.5x102HCM,12.57,26.5,11.5,102.0,,830629.0,,Furniture,Storage,Ladder Shelves,Unspecified,Ladder shelf,"METAL (90.00%), PAPIER-MÂCHÉ (10.00%)",train
61120,1185,Yarnsmith Arts,2026_AW,YSA 25/78,"REINDEER ON STAND                                         7.25 X 3.5 X 20""",7.73,18.5,9.0,51.0,992.0,830629.0,8306290000.0,Decoration,Home Accessories,Figurines,Animals,Reindeer,ALUMINIUM (100.00%),train
74027,1780,CTR,2026_AW,XIN/XIN_1,MDF frame+printed paper+roll clear gel+artifical fur embellished+5mm MDF backer+2 hangers  50*60*2.5cm/MDF frame+printed paper+roll clear gel+artifical fur embellished+5mm MDF backer+2 hangers  50*60*2.5cm,5.5,50.0,60.0,2.5,2000.0,491191.0,4911910090.0,Decoration,Wall Decoration,Paintings,Unspecified,Painting,"MDF (90.00%), PAPER (8.00%), IRON (2.00%)",train
78031,797,China Base Jiayuan (Hema home),2026_AW,1986-079-4 T104# Orange/1986-581 T148# Pink,"ASSORTMENT OF 2 45X45CM Velvet Cushion with Border, 400G Filling, Vacuum Packing",3.18,45.0,45.0,15.0,650.0,,,Home Textiles,Cushions,Cushions & Cushion Covers,Unspecified,Cushion,POLYESTER (100.00%),train
70877,965,Xian Metals And Minerals Imp,2026_AW,25JP048,glass candle holder w/house pattern,2.4,12.0,12.0,18.0,1000.0,701399.0,7013990090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Tealight holder,GLASS (0.00%),train
65235,656,Chuang Feng Crafts,2026_AW,25F016,bedside table + 55X40X53CM,45.08,55.0,40.0,53.0,13600.0,940360.0,,Furniture,Storage,Bedside Tables,Unspecified,Bedside table,"MDF (40.00%), PINEWOOD (60.00%)",train
61810,225,Jhilmil Exports,2026_AW,JPM-6203,Glass candle Holde/vase            12x12x16,1.9,12.0,12.0,16.0,,702000.0,,Decoration,Flower Pots & Vases,Vases,Unspecified,,GLASS (1.00%),train
72668,1312,Umiss ,2026_AW,CS-147_150cm_deep red,120gsm paper with magnet ， no metallic gold paint (separated into two parts)    Size：80*H150cm,45.5,80.0,80.0,150.0,2800.0,482390.0,4823908580.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Tree,"PAPER (95.00%), MAGNETS (5.00%)",train
73832,933,Rirong,2026_AW,R68B24071B_B,S/3 SUITCASE  40*24*19CM,9.6,40.0,24.0,19.0,,442019.0,4420190000.0,Decoration,Decoration Storage,Storage Boxes,Unspecified,Storage Box,"METAL (2.00%), MDF (60.00%), FAUX LEATHER (20.00%), FABRIC (18.00%)",train
78070,1632,All Market ,2026_AW,AM138-LV -D40 - tranparent,Diamond beads chandelier D40XH80cm  Matt white frame + transparent beads,18.5,40.0,40.0,80.0,1500.0,,,Lighting,Lighting Accessories,Lamp Shades,Unspecified,Lamp shade,"BEADS (55.00%), METAL (45.00%)",train
71561,694,Hongmei Arts & Crafts Co Ltd,2026_AW,MS243105-11.5F/MS243105-8F/MS243105-5.5F,"mushroom pc,12*12*28.5/mushroom pc,9*9*20.5/mushroom pc,6.5*6*14",6.52,12.0,12.0,28.5,865.0,392640.0,3926400000.0,Decoration,Home Accessories,Figurines,Flowers & Plants,Mushroom,POLYRESIN (100.00%),train
74377,1699,Shengfeng,2026_AW,22CM0056-77/121,Christmas Tinsel Garland 200x15cm BROWN/MATT BROWN,0.69,200.0,15.0,0.0,120.0,950510.0,9505109000.0,Decoration,Home Accessories,Other,Garlands & hangers,Garland,PET (100.00%),train
75182,544,Luckyland,2026_AW,MH3784A0JRB/MH3783A0JRB,candle holder 8*8*22cm/candle holder 8*8*33.5cm,9.83,8.0,8.0,22.0,1660.0,940550.0,,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,"IRON (70.00%), CEMENT (20.00%), VELVET (10.00%)",train
67847,536,Topchoice,2026_AW,24004A-1,"PORCELAIN VASE IN GOLD AND WHITE COLOR, XL SIZE: 13.2X13.2X33.2CM",4.4,13.2,13.2,33.2,1610.0,691310.0,6913100090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,"PORCELAIN (90.00%), WATER (5.00%), GLAZE (5.00%)",train
83054,136,Paramount Exports,2026_AW,30618_A,"Table Lamp Base W/ Metal Cup, 13½x13x17"" H, G-1105 A",0.0,50.0,50.0,30.0,5.65,940529.0,9405299090.0,Lighting,Lighting Accessories,Lamp Shades,Unspecified,Lamp shade,"ALUMINIUM (97.00%), IRON (3.00%)",train
75395,1031,Valka Huaxia,2026_AW,3668-1_1,Swivel chair. Assembled size :81*95*71cm Fabric:SKY2017-1  white,89.0,81.0,95.0,71.0,20900.0,940161.0,9401610000.0,Furniture,Sofas & Armchairs,Armchairs,Unspecified,Armchair,"POPLAR WOOD (40.00%), FABRIC (25.00%), FOAM (35.00%)",train
78069,1632,All Market ,2026_AW,AM929LI  D60CMXH146CM-transparent,lampshade clear transparent D60 X H 146cm Silver frame +transparent beads,55.0,60.0,60.0,146.0,7300.0,,,Lighting,Lighting Accessories,Lamp Shades,Unspecified,Lamp shade,"ACRYLIC (PLASTIC) (75.00%), METAL (25.00%)",train
39487,555,Sunway,2026_AW,3210-1B,WINTER GIRL DECO W/STAR(L),9.4,28.0,16.0,46.0,750.0,630491.0,,Home Textiles,Unspecified,Unspecified,Unspecified,,"POLYESTER (80.00%), POLYRESIN (20.00%)",train
67758,727,Nanyang Arts And Crafts,2026_AW,NY9976901,18” Kangaroo Boxer,12.95,31.0,22.0,45.5,2178.0,392640.0,3926400000.0,Decoration,Home Accessories,Figurines,Animals,Kangaroo,POLYRESIN (100.00%),train
64989,431,Elegant Garden,2026_AW,E3646A23-1-e,ceramic vase 15.5x15x18,4.48,15.5,15.0,18.0,1000.0,691390.0,6913901090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,"STONEWARE (90.00%), GLAZE (10.00%)",train
68147,694,Hongmei Arts & Crafts Co Ltd,2026_AW,M25023-5B-1,"frog pot,12*9.5*12.5",1.8,12.0,9.5,12.5,300.0,691390.0,6913901090.0,Decoration,Flower Pots & Vases,Flower pots,Unspecified,Flowerpot,STONEWARE (100.00%),train
64080,1780,CTR,2026_AW,CD5116-7_2_20250513_122706,PS frame+printed paper+roll clear gel+artifical fur and bow tie embellished+5mm MDF backer+2 hangers  50*60*3.5cm,5.5,50.0,60.0,3.5,1800.0,491191.0,,Decoration,Wall Decoration,Paintings,Unspecified,,"MDF (65.00%), PLASTIC (25.00%), PAPER (5.00%), IRON (2.00%)",train
75075,217,Rajkamal Overseas,2026_AW,77276,WOODEN ROUND TRAY  20 X 20 X 2.25  INCH,14.25,50.8,50.8,5.71,2140.0,441920.0,4419209000.0,Tableware,Serveware,Trays,Unspecified,Tray,"MANGO WOOD (95.00%), PAINT (5.00%)",train
74040,123,Smile Interiors,2026_AW,2748A- dk brown,Wooden striped floor lamp 32x32x122 cms LARGE,85.0,32.0,32.0,122.0,15500.0,940520.0,,Lighting,Floor Lamps,Unspecified,Unspecified,Floor lamp,"MANGO WOOD (80.00%), IRON (20.00%)",train
71313,866,Nc Gardens,2026_AW,002C-DA1751A #01/002C-DA1751A #05/002C-DA1751A #11A,76 BUTTERFLY SPRAY/76 BUTTERFLY SPRAY/76 BUTTERFLY SPRAY,1.17,76.0,21.0,10.0,29.0,670290.0,6702900000.0,Flowers & Plants,Artificial Branches,Unspecified,Unspecified,Butterfly Branch,"POLYESTER (50.00%), PLASTIC (40.00%), WIRE (10.00%)",train
57462,784,Layn Sino Furniture,2026_AW,LSR24171 Wheat/LSR24169左 Wheat/LSR24169右 Wheat/LSR24172 Wheat/LSR24170 Wheat,sofa chair/sofa chair/sofa chair/stool/sofa chair,383.0,152.0,103.0,77.0,,940161.0,9401610000.0,Furniture,Sofas & Armchairs,Modular Sofas,Unspecified,Modular sofa,"PLYWOOD (40.00%), FOAM (35.00%), FABRIC (25.00%)",train
65495,1748,"Minhou Xingjie Arts&Crafts Co., LTD",2026_AW,25XJA007,WOODEN TABLE 92*35.5*79.5CM,40.7,92.0,35.5,79.5,14000.0,940360.0,,Furniture,Tables,Console Tables,Unspecified,Console table,"FIR WOOD (80.00%), PLYWOOD (20.00%)",train
32697,1270,Mingjiangnan Furniture,2026_AW,M-64319_2 brown,"Lounge Chair W65*D67*H73*SH45cm FSC plywood, PU upholster backrest &cushion, powder coating frame",41.2,67.0,65.0,73.0,13200.0,940171.0,,Furniture,Sofas & Armchairs,Armchairs,Unspecified,Armchair,"STEEL (40.00%), FOAM (35.00%), PLYWOOD (15.00%), FAUX LEATHER (10.00%)",train
83453,95,Stalwart,2026_AW,STH2025665Awhite/STH2025665,CLEAR ETCHED SMALL WAX FILLED CANDLE WITH GIFT BOX/CLEAR ETCHED SMALL WAX FILLED CANDLE WITH GIFT BOX,15.0,10.16,10.16,12.7,980.0,,,Decoration,Home Fragrances,Scented Candles,Unspecified,Scented candle,"GLASS (40.00%), WAX (60.00%)",train
68096,694,Hongmei Arts & Crafts Co Ltd,2026_AW,MS193584-10J-3,"reindeer pc,22*22*25",4.8,22.0,22.0,25.0,550.0,392640.0,3926400000.0,Decoration,Home Accessories,Figurines,Animals,Reindeer,"POLYRESIN (95.00%), POLYESTER (5.00%)",train
68069,694,Hongmei Arts & Crafts Co Ltd,2026_AW,MS243104-8F,"mushroom pc,15.5*15.5*20.5",3.6,15.5,15.5,20.5,470.0,392640.0,3926400000.0,Decoration,Home Accessories,Figurines,Flowers & Plants,Mushroom,POLYRESIN (100.00%),train
74929,864,Wbt Manufacturing,2026_AW,WBT7621,CUSHION 45X45CM,3.25,45.0,45.0,14.0,900.0,940490.0,,Home Textiles,Cushions,Cushions & Cushion Covers,Unspecified,Cushion,POLYESTER (100.00%),train
67867,536,Topchoice,2026_AW,250512-3MB,"PORCELAIN DEER IN BROWN COLOR, SMALL SIZE: 9.4X7.3X19CM",1.66,9.4,7.3,19.0,220.0,691310.0,6913100090.0,Decoration,Home Accessories,Figurines,Animals,Deer,"PORCELAIN (90.00%), WATER (5.00%), GLAZE (5.00%)",train
69424,1257,Eagle Gifts,2026_AW,EGJL-23.6x35.4-BFJ045,23.6x35.4Semi-Handmade Oil Painting without frame,22.65,100.0,140.0,2.8,,491199.0,4911990000.0,Decoration,Wall Decoration,Paintings,Unspecified,Painting,"METAL (1.00%), MDF (35.00%), POLYSTYRENE (30.00%), PAINT (24.00%), POLYESTER (10.00%)",train
67775,727,Nanyang Arts And Crafts,2026_AW,NY0045500,"74 ""Golden Bull Waiter",232.0,72.0,59.0,194.0,17685.0,392640.0,3926400000.0,Decoration,Home Accessories,Figurines,Animals,Bull,"POLYRESIN (95.00%), IRON (5.00%)",train
71435,1007,Kenton,2026_AW,BH231446M/BH231444M/BH231442M/BH231447M/BH231445M,dog hanger/dog hanger/dog hanger/dog hanger/dog hanger,1.13,6.0,6.0,10.0,,392640.0,3926400000.0,Decoration,Home Accessories,Other,Garlands & hangers,Hanger,"STONE (55.00%), POLYRESIN (45.00%)",train
60383,119,Forms,2026_AW,FFG-2740 B,TALL BLK LADY 16 X 12 X 74.5 CMS,13.5,16.0,12.0,74.5,1400.0,392640.0,,Decoration,Home Accessories,Figurines,People,,"POLYRESIN (95.00%), MANGO WOOD (5.00%)",train
73533,194,Export House,2026_AW,108751,Bottle Opener Deer black,1.3,4.0,2.5,11.0,50.0,820551.0,8205510000.0,Tableware,Wine & Bar Accessories,Wine Accessories,Unspecified,Bottle opener,ALUMINIUM (100.00%),train
75379,217,Rajkamal Overseas,2026_AW,77293,WOODEN SALAD SERVER S/2 13 X 2.75 X 0.75  INCH  13 X 2.75 X 0.75  INCH,2.7,33.0,6.9,1.9,160.0,441920.0,4419209000.0,Tableware,Cutlery,Salad Servers,Unspecified,Salad server,MANGO WOOD (100.00%),train
71521,694,Hongmei Arts & Crafts Co Ltd,2026_AW,MS242618A-4(B) big_B,deer 2ast+12*9*21cm B,0.0,,,,,392640.0,,Decoration,Home Accessories,Figurines,Animals,,"POLYRESIN (95.00%), POLYESTER (5.00%)",train
64066,544,Luckyland,2026_AW,MH3688A0JRB,candle holder 22*22*40.5cm,12.06,22.0,22.0,40.5,1540.0,940550.0,,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,IRON (100.00%),train
61540,1785,Hangzhou Kainoo ,2026_AW,25CJ146,"TABLE  LAMP WITH PAPER ROPE SHADE AND PAPER ROPE BASE,BULB NOT INCLUDED,  SIZE: 24X24X40CM",5.6,24.0,24.0,40.0,760.0,940521.0,9405219090.0,Lighting,Desk & Table Lamps,Unspecified,Unspecified,Table lamp,"PAPER (60.00%), IRON (30.00%), PLASTIC (5.00%), COPPER (5.00%)",train
70759,494,Crystal HomeProducts Co. Ltd (Sunlight),2026_AW,SNL-5A0722S,Glass candle holder -small size,0.37,7.0,7.0,8.0,150.0,701399.0,7013990090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,GLASS (100.00%),train
71438,536,Topchoice,2026_AW,211025B-B_C,"PORCELAIN 3 VASE+PLATE, CHANGE TO LIGHT BLUE COLOR, SIZE: 14.5X14.5X15 C",0.1,,,,,691310.0,6913100090.0,Decoration,Flower Pots & Vases,Soliflores,Unspecified,Vase soliflore,"PORCELAIN (90.00%), WATER (5.00%), GLAZE (5.00%)",train
70177,333,Like Ceramics,2026_AW,MI33V -brown,Cup and saucer,1.48,11.5,7.9,6.2,,691110.0,6911100090.0,Tableware,Dinnerware,Mugs,Unspecified,Coffee cup + saucer,CERAMIC (100.00%),train
75687,1646,San Tai Arts & Crafts,2026_AW,ST23-T856A_1,Artificial tree Pallet packing .6x24-144pcs,123.03,8.0,8.0,15.0,51.0,670210.0,,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Christmas tree,"POLYETHYLENE (70.00%), PAPER (20.00%), POLYFOAM (10.00%)",train
71665,665,Saite Gift Co Ltd,2026_AW,AD278741/AD279712,Metal house w. t-light holder,0.93,14.5,8.5,7.5,75.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Tealight holder,"IRON (60.00%), MDF (30.00%), GLASS (10.00%)",train
61443,1760,Tengxiang Arts & Crafts,2026_AW,SW17727 -1,DIA12XH2 CM,0.3,12.0,12.0,2.0,51.8,442019.0,4420190000.0,Decoration,Decorative Materials,Unspecified,Unspecified,Disc,PAULOWNIA WOOD (100.00%),train
60619,754,Lolibaby,2026_AW,J2403501A,plush duck,3.59,15.0,10.0,35.0,158.0,950300.0,9503004100.0,Home Textiles,Soft Toys,Unspecified,Unspecified,Duck,POLYESTER (100.00%),train
40575,536,Topchoice,2026_AW,241141A,PORCELAIN VASE IN BROWN COLOR SMALL SIZE: 17.7X4.7X13.1CM,1.91,17.7,4.7,13.1,340.0,691310.0,6913100090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,"WATER (5.00%), GLAZE (5.00%), PORCELAIN (90.00%)",train
67893,536,Topchoice,2026_AW,28133A,"MAGNESIA MUSHROOM IN PINK COLOR, BIG SIZE: 38X38X54.5CM",7.2,38.0,38.0,54.5,3600.0,681591.0,6815910000.0,Decoration,Home Accessories,Decorative Objects,Objects,Mushroom,"MAGNESIUM (70.00%), FIBER (20.00%), WATER (10.00%)",train
70518,761,Yulong Ceramics,2026_AW,C4437-R,9*9*10.5CM CERAMIC VASE,0.8,9.0,9.0,10.5,,691310.0,,Decoration,Flower Pots & Vases,Vases,Unspecified,,STONEWARE (100.00%),train
78063,1632,All Market ,2026_AW,AM138-LV - D80 champagne/gold,Diamond beads Super large chandelier D40XH160cm  Matt gold frame + champagne beads,18.5,40.0,40.0,80.0,1500.0,,,Lighting,Lighting Accessories,Lamp Shades,Unspecified,Lamp shade,"BEADS (55.00%), METAL (45.00%)",train
66922,562,V&S,2026_AW,24CN311125 DARK PINKK-3,Glass with luster finish and 150G wax  2% fragrance,1.32,11.0,11.0,12.5,580.0,340600.0,3406000000.0,Decoration,Candles & Candle Holders,Candles,Unspecified,Candle,GLASS (73.00%),train
72336,438,Sofine Framing,2026_AW,SF2410ZZSN4-P_1,Storage book-paper,0.76,18.0,3.7,25.0,210.0,481910.0,4819100000.0,Decoration,Decoration Storage,Storage Boxes,Unspecified,Storage Box,PAPER (100.00%),train
65861,814,Eastown International Ind,2026_AW,HJR25042335,SLED TABLE WITH CUSHION 115X68.5X43CM,51.6,115.0,68.5,43.0,2800.0,940360.0,9403601000.0,Furniture,Tables,Coffee Tables,Unspecified,Coffee table,"PINEWOOD (50.00%), MDF (30.00%), CUSHION (20.00%)",train
60627,622,Lianda Ceramics,2026_AW,LD25A006-M,cement pot+22×22×19.5cm+2.9kgs,3.17,22.0,22.0,19.5,2900.0,681099.0,6810990000.0,Decoration,Flower Pots & Vases,Flower pots,Unspecified,Flowerpot,CEMENT (100.00%),train
65522,1007,Kenton,2026_AW,BH231447M_1,dog hanger,1.13,6.0,6.0,10.0,,392640.0,,Decoration,Home Accessories,Other,Garlands & hangers,, (%),train
74359,562,V&S,2026_AW,24CN311125 LIGHT PINK-2/24CN311125 LIGHT PINK-1,Glass with luster finish and 150G wax  2% fragrance/Glass with luster finish and 150G wax  2% fragrance,1.47,11.0,11.0,12.5,580.0,340600.0,3406000000.0,Decoration,Candles & Candle Holders,Candles,Unspecified,Candle,GLASS (73.00%),train
72733,612,Glassboy,2026_AW,982505348,GLASS CUP ORNAMENT        8.5*5*6.8CM                         COLOR:SHINY ORANGE,1.4,8.5,5.0,6.8,23.0,701399.0,7013990090.0,Decoration,Home Accessories,Other,Garlands & hangers,Hanger,GLASS (100.00%),train
67122,562,V&S,2026_AW,25GP114125-3,Glass candle holder with color,1.19,14.0,14.0,12.5,450.0,940550.0,,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,,GLASS (100.00%),train
67397,1477,Tairanju Home Decor ,2026_AW,TR-3K5090-4,wooden ottoman   size: 36.00*36.00*41.00CM                     remark: change the colour like 2303A-24,8.2,36.0,36.0,41.0,2200.0,940161.0,9401610000.0,Furniture,Sofas & Armchairs,Pouffes & Beanbags,Unspecified,Pouffe,"MDF (35.00%), SPONGE (30.00%), POLYESTER (35.00%)",train
81849,1178,China Artisans Limited,2026_AW,TJ3242-rust,Rusty Square shape                Jewellery box Size:14.0*14.0*8.0cm                 1pc printing logo on the lid                  1pc pringting logo inside of lid NO POCKETS INSIDE,5.55,14.0,14.0,8.0,320.0,,,Decoration,Decoration Storage,Jewellery Boxes,Unspecified,Jewellery box,"GLUE (3.00%), VELVET (55.00%), CARDBOARD (35.00%), PVC (5.00%), METAL (2.00%)",train
73201,1312,Umiss ,2026_AW,CS-13_60cm_orange,120gsm paper with magnet ， no metallic gold paint   Size：H60cm,8.42,42.5,42.5,60.0,420.0,482390.0,4823908580.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Tree,"PAPER (95.00%), MAGNETS (5.00%)",train
67913,16,Meizhou Jinfang,2026_AW,J255482-green/red- Small,Tree with metal base 48CM change to flat base,3.8,13.0,13.0,45.0,220.0,950510.0,9505109000.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Tree,"PLASTIC (60.00%), WOOD (20.00%), IRON (20.00%)",train
67692,866,Nc Gardens,2026_AW,002C-CB1696-3 CR-474,43cm PEONY BUNDLE X3,4.66,43.0,20.0,17.0,98.0,670290.0,6702900000.0,Flowers & Plants,Artificial Flowers,Unspecified,Unspecified,Peony,"POLYESTER (70.00%), PLASTIC (20.00%), WIRE (10.00%)",train
73206,1312,Umiss ,2026_AW,CS-13_40cm_claret red,120gsm paper with magnet ， no metallic gold paint   Size：H40cm,3.3,28.0,28.0,40.0,150.0,482390.0,4823908580.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Tree,"PAPER (95.00%), MAGNETS (5.00%)",train
63131,707,Greendeco,2026_AW,GR97/A25248-16,"white-wash wooden round planter D16,H14cm, with PET linning.",1.73,19.0,19.0,16.0,,442019.0,4420190000.0,Decoration,Flower Pots & Vases,Flower pots,Unspecified,Flowerpot,PINEWOOD (100.00%),train
70906,137,Suraj International,2026_AW,SI-11289 Medium,RECLAIMED TEAK WOOD WALL HANG SEHLF ( SPECIAL METAL CLIP TO HANG ON WALL )                                          79 X 21 X 20,14.4,79.0,21.0,20.0,5900.0,940360.0,,Furniture,Storage,Wall Shelves,Unspecified,Wall shelf,RECYCLED WOOD (100.00%),train
71128,1780,CTR,2026_AW,XIN_1,MDF frame+printed paper+roll clear gel+artifical fur embellished+5mm MDF backer+2 hangers  50*60*2.5cm,5.5,50.0,60.0,2.5,2000.0,491191.0,,Decoration,Wall Decoration,Paintings,Unspecified,Painting,"MDF (90.00%), PAPER (8.00%), IRON (2.00%)",train
65601,381,Langhao,2026_AW,D19097B-2,"Wine glass with bow on the stem - clear - clear,#S, 8.3*8.3*23.5cm",2.24,8.3,8.3,23.5,136.0,701328.0,7013289000.0,Tableware,Glassware,Wine Glasses,Unspecified,Wine glass white,GLASS (100.00%),train
68125,694,Hongmei Arts & Crafts Co Ltd,2026_AW,MS234177-8,"snowman pc,10*8*20",2.68,10.0,8.0,20.0,330.0,392640.0,,Decoration,Home Accessories,Figurines,Fantasy,,POLYRESIN (100.00%),train
61667,645,Minqian Arts & Crafts,2026_AW,T251408KDD110,METAL TABLE42*42*52 BRASS,9.8,42.0,42.0,52.0,3160.0,940320.0,9403208000.0,Furniture,Tables,Side Tables,Unspecified,Side table,IRON (100.00%),train
74412,1699,Shengfeng,2026_AW,23CH1113-24,"Christmas Ball die cut Tinsel Tree 14x14x60,5cm BROWN",1.2,14.0,14.0,60.5,310.0,950510.0,9505109000.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Tree,"POLYSTYRENE (60.00%), PET (40.00%)",train
70147,855,Gemy Welldone Glass,2026_AW,J71241177T-2,Solid teal color glass vase,4.74,20.0,9.0,25.0,1950.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
66919,562,V&S,2026_AW,24CN311125 LIGHT PINK-1,Glass with luster finish and 150G wax  2% fragrance,1.63,11.0,11.0,12.5,580.0,340600.0,,Decoration,Candles & Candle Holders,Candles,Unspecified,, (%),train
61696,645,Minqian Arts & Crafts,2026_AW,T251294C1E672,METAL CEILING LAMP45.5*45.5*39,19.8,45.5,45.5,39.0,2550.0,940519.0,9405199090.0,Lighting,Ceiling Lamps,Unspecified,Unspecified,Ceiling lamp,"IRON (70.00%), ELECTRICAL PARTS (30.00%)",train
64710,1732,Hightech Trading ,2026_AW,HTC13_Fuchsia,Votive 8x8x10,1.35,8.0,8.0,10.0,100.0,,,Decoration,Candles & Candle Holders,Hurricane Lights & Lanterns,Unspecified,Lantern,IRON (100.00%),train
