item_id,season,supplier_name,gt_color1,gt_color2,gt_color3,pred_detail_1,pred_detail_2,pred_detail_3,pred_main_1,pred_main_2,pred_main_3,is_multi,confidence_1,confidence_2,confidence_3,image_description,errors,latency_seconds,success,image_path
78061,2026_AW,All Market ,Gold,,,Gold,Transparent,,Gold,Transparent,,False,0.95,0.85,,"The chandelier features a dominant matte gold frame complemented by clear acrylic crystals. The crystals exhibit a transparent quality with a slight iridescent effect, reflecting light in various colors. The overall design showcases a multi-tiered structure with a harmonious blend of gold and clear elements.",,10.96,True,../pics/2026_AW/All Market _2674/images/78061_AM929LI -champagne_gold_0_SELECTION SHEET-All Market -2026_AW-SF2674.jpg
54454,2026_SS,Crystal Coast Glassware,Light blue,,,Blue,,,Blue,,,False,0.8075,,,"The product features a clear glass with a textured surface, showcasing a glossy finish. The predominant color is clear, with no additional hues present. The design includes a pattern of raised dots, adding visual interest.",,7.77,True,../pics/2026_SS/Crystal Coast Glassware_1720/images/54454_40248-97B_0_samples of 2026_SS-Crystal Coast Glassware-1720-INFORMATION-SHEET_20241129_142103430.jpg
56217,2026_SS,Xianju Zhongyuan Arts And Craf,Blue,White,,White,Dark blue,Natural,White,Blue,Natural,False,0.85,0.85,0.8,"The product features a combination of white, navy blue, natural beige, and light brown colors. The lighthouse has a glossy white finish, while the navy blue elements are matte. The rope is a natural beige, and the fish decorations include a dark blue and a light beige color. The starfish is a coral orange. Overall, the product has a coastal theme with a mix of textures.",,9.67,True,../pics/2026_SS/Xianju Zhongyuan Arts And Craf_1632/images/56217_ZYT3726P_0_2026_SS-Xianju Zhongyuan Arts And Craf-1632-INFORMATION-SHEET.jpg
73751,2026_AW,Layn Sino Furniture,Burgundy,,,Beige,Light beige,,Beige,Beige,,False,0.9,0.85,,"The product features a dominant warm beige color with a soft, matte finish. The cushion has a slightly darker beige tone, creating a subtle contrast. The overall appearance is smooth and inviting, with no distinct patterns or gradients. The total number of distinct colors is estimated to be 2.",,8.89,True,../pics/2026_AW/Layn Sino Furniture_2337/images/73751_LSR23171- burgundy_0_INFORMATION SHEET-Layn Sino Furniture-2026_AW-SF2337 0721.jpg
59789,2026_SS,Daikai,Natural,Blue,,Natural,Blue,White,Natural,Blue,White,False,0.9,0.85,0.8,"The product features a natural beige color from seagrass, complemented by a deep navy blue on the lower section. The lids are adorned with a white fabric band and a small blue pom-pom on top. The overall finish is matte, with a woven texture. The distinct colors include natural beige, navy blue, and white.",,10.2,True,../pics/2026_SS/Daikai_1597/images/59789_23S22UP1163S2-E_0_ESTIMATED ORDER - Daikai-2026_SS-SF1597.jpg
62233,2026_SS,Artesania del esparto,Natural,,,Natural,,,Natural,,,False,0.95,,,"The product features a dominant natural yellowish-green color with a textured, woven appearance. The finish is matte, highlighting the organic fibers of the esparto grass. There are subtle variations in hue due to the natural fibers, but they remain within the same color family.",,10.15,True,../pics/2026_SS/Artesania del esparto_2002/images/62233_Panel 100 x 100_0_INFORMATION SHEET-Artesania del esparto-2026_SS-SF2002 JOLIPA.jpg
43035,2026_SS,Decor Zone,White,,,White,,,White,,,False,0.95,,,"The product features a dominant white color with a matte finish. The tabletop has a textured section with horizontal lines, while the base is also white. Overall, the design is minimalist with no additional colors or patterns.",,8.54,True,../pics/2026_SS/Decor Zone_1564/images/43035_DZ2410132-R2-WHT_0_2026_SS-Decor Zone-1564-INFORMATION-SHEET.jpg
54733,2026_SS,Nanyang Arts And Crafts,Multi,,,Orange,Pink,Yellow,Orange,Pink,Yellow,False,0.9,0.85,0.8,"The product features a dominant color palette of soft orange, light pink, and white. The top flower shape is primarily orange with a yellow center, while the base has a pink stem and a white platform. The finishes are glossy, enhancing the vibrant colors.",,7.41,True,../pics/2026_SS/Nanyang Arts And Crafts_1529/images/54733_NY9963500_0_DEF 2026_SS-Nanyang Arts And Crafts-1529-INFORMATION-SHEET (1)_20241205_105035970.jpg
54923,2026_SS,Rmv,Brown,,,Off-white,Brown,,White,Brown,,False,0.85,0.85,,"The product features three elephants in distinct colors: a textured off-white, a rich reddish-brown, and a smooth white. The finishes are matte, enhancing the natural look of the polyresin material. Each elephant has a striped pattern that adds depth to the colors.",,11.01,True,../pics/2026_SS/Rmv_1548/images/54923_RK250087-N1_N2_N3 BROWN_0_RMV 1-2026 SELECTION SHEET.jpg
75419,2026_AW,Glassboy,White,,,White,Silver,,White,Silver,,False,0.95,0.85,,"The product features a dominant white color with a matte finish, embellished with numerous small, shiny, clear beads that create a textured appearance. The cap is metallic silver, adding a reflective quality. Overall, the ornament presents a cohesive, elegant look with a subtle sparkle from the beads.",,8.24,True,../pics/2026_AW/Glassboy_1558/images/75419_982103065_0_to import SELECTION SHEET-Glassboy-2026_AW-SF1558 (1).jpg
52422,2026_SS,Meirui,Fuchsia,,,Pink,Green,Brown,Pink,Green,Brown,False,0.95,0.85,0.8,"The product features vibrant shades of deep pink for the flower petals, with a slight gradient effect. The leaves are a rich green, and the stem is a brownish tone. The petals have a glossy finish, while the leaves and stem appear more matte. Overall, the product displays a striking contrast between the pink and green elements.",,16.25,True,../pics/2026_SS/Meirui_1583/images/52422_MR58-SG04_#4 hotpink_0_2026_SS-Meirui-1583-SELECTION-SHEET.jpg
61119,2026_AW,Yarnsmith Arts,Copper,,,Bronze,,,Bronze,,,False,0.95,,,"The product features a dominant bronze color with a matte finish, showcasing a rustic appearance. The surface has subtle variations that enhance its texture, but overall, it presents as a single cohesive hue. The design includes elongated limbs and antlers, maintaining a uniform color throughout.",,8.07,True,../pics/2026_AW/Yarnsmith Arts_2136/images/61119_YSA 25_76_0_SELECTION SHEET-Yarnsmith Arts-2026_AW-SF2136.jpg
62994,2026_SS,CV. Palem Craft Jogja,Blue,Natural,,Natural,Blue,White,Natural,Blue,White,False,0.85,0.85,0.8,"The product features a natural beige color from the banana twigs, complemented by a deep blue and white pattern. The blue is prominent in the zigzag design, while the white forms the background and star shape in the center. The overall finish is matte, highlighting the texture of the materials used.",,9.56,True,../pics/2026_SS/CV. Palem Craft Jogja_1605/images/62994_DP0399 dia 76 - 3_0_INFORMATION SHEET-CV. Palem Craft Jogja-2026_SS-SF1605.jpg
73536,2026_AW,Export House,Off-white,,,Silver,,,Silver,,,False,0.95,,,"The product features a dominant silver color with a metallic finish, showcasing a shiny and reflective surface. The design includes intricate details that enhance the visual texture, but no additional colors are present.",,7.83,True,../pics/2026_AW/Export House_2144/images/73536_92440_1_0_INFORMATION SHEET-Export House-2026_AW-SF2144 (1).jpg
59766,2026_SS,Evergreat International Co,Natural,White,,Beige,White,,Beige,White,,False,0.9,0.85,,"The baskets feature a natural beige color with alternating white stripes. The beige has a matte finish, while the white is also matte. The overall design is simple and striped, enhancing the natural aesthetic.",,6.87,True,../pics/2026_SS/Evergreat International Co_1784/images/59766_EG324804B_EG324804B_2_EG324804B_3_0_61623_merged_20250415_132931935.jpg
56293,2026_SS,Jianwen Craft,White,Natural,,Off-white,,,White,,,False,0.9,,,"The product features a dominant off-white color with subtle gray undertones. The surface has a matte finish, enhancing its natural appearance. The texture mimics the ridges of a shell, adding depth to the color. There are no distinct patterns or gradients. Overall, the product presents a cohesive look with a single color tone.",,6.82,True,../pics/2026_SS/Jianwen Craft_1524/images/56293_11247091_1_0_60141_merged_20241219_135658793.jpg
67686,2026_AW,Nc Gardens,Light pink,,,Pink,Light green,,Pink,Green,,False,0.9,0.85,,"The product features soft shades of blush pink for the flower petals, with a slightly darker pink at the center. The stem is a light green, providing a natural contrast. The overall finish appears matte.",,7.39,True,../pics/2026_AW/Nc Gardens_2251/images/67686_002C-CA1952B BR-128_0_INFORMATION SHEET-Nc Gardens-2026_AW-SF2251.jpg
70945,2026_SS,V&S,Multi,,,Pink,Caramel,Yellow,Pink,Brown,Yellow,False,0.85,0.9,0.9,"The product features three distinct glass vases in varying colors: a soft pink, a warm amber, and a bright yellow. Each vase has a textured, diamond pattern and a glossy finish that enhances their vibrant hues. The pink vase is the lightest, followed by the amber, and the yellow is the most vivid. Overall, there are three distinct colors.",,11.42,True,../pics/2026_SS/V&s_1618/images/70945_GP11319B pink_GP11319B orange_GP11319B yellow_0_64506_merged_20250619_133031055.jpg
54196,2026_SS,Zibo Beacon,Turquoise,,,Turquoise,White,,Blue,White,,False,0.9,0.85,,"The product features a dominant light green color with a glossy finish, exhibiting a swirling pattern that adds depth. There are subtle variations in the green hue, creating a soft gradient effect. The overall appearance is smooth and transparent.",,6.76,True,../pics/2026_SS/Zibo Beacon_1708/images/54196_ESA5915-G_0_2026_SS-Zibo Beacon-1708-SELECTION-SHEET.jpg
81680,2026_AW,Decer,Old pink,,,Burgundy,Purple,,Red,Purple,,False,0.9,0.8,,"The product features a dominant deep burgundy color with subtle variations of lighter purple and reddish tones throughout. The ceramic finish is glossy, enhancing the color depth. There are no distinct patterns, but the color gradient adds visual interest.",,8.03,True,../pics/2026_AW/Decer_3172/images/81680_1325-15_0_SELECTION SHEET-Decer-2026_AW-SF3172.jpg
57707,2026_SS,Dalian East International,Light pink,,,Multi,,,Multi,,,True,1.0,,,"The product features vibrant flowers in shades of orange, pink, and light pink. The orange flowers are bright and warm, while the pink flowers range from a deep magenta to a softer pastel pink. The leaves are a rich green, and the pots are white. The overall finish is matte. There are three distinct flower colors and one color for the leaves and pots.",,11.54,True,../pics/2026_SS/Dalian East International_1562/images/57707_DK25279A DK_PK    OR                       PK PINK_0_2026_SS-Dalian East International-1562-SELECTION-SHEET.jpg
66357,2026_SS,Mode,Natural,Black,,Natural,Black,,Natural,Black,,False,0.9,0.85,,"The product features a natural light brown color from seagrass and raffia, complemented by a deep black color on the lower portion. The finish is matte, highlighting the texture of the woven materials. There are two distinct colors present.",,9.17,True,../pics/2026_SS/Mode_2547/images/66357_S_3 black_0_ESTIMATED ORDER-Mode-2026_SS-SF2547 (1).jpg
57650,2026_SS,Haijin International,Natural,Orange,,Natural,Orange,Yellow,Natural,Orange,Yellow,False,0.9,0.85,0.8,"The baskets feature a natural beige color with vibrant accents. The edges of the baskets are highlighted in orange, yellow, and red, creating a colorful scalloped pattern. The overall finish is matte, emphasizing the woven texture of the corn husk and rush materials.",,8.23,True,../pics/2026_SS/Haijin International_1798/images/57650_SD24172 S_3 -2_0_SELECTION SHEET HAIJIN 1-2026.jpg
65389,2026_SS,Decorative Crafts,Natural,Blue,,Natural,Blue,,Natural,Blue,,False,0.95,0.85,,"The product features a natural beige color from seagrass, accented with blue stripes. The finish is matte, highlighting the texture of the woven material. The overall appearance is earthy and coastal.",,7.46,True,../pics/2026_SS/Decorative Crafts_1967/images/65389_SB-4529B_0_SELECTION SHEET DECORATIVE CRAFTS 1-2026.jpg
74786,2026_AW,Umiss ,Multi,,,Beige,Burgundy,Petrol,Beige,Red,Blue,False,0.9,0.85,0.85,"The product features three distinct colors: a warm beige, a deep burgundy, and a muted teal. Each piece has a matte finish, enhancing the texture of the folded paper. The colors are solid without any patterns or gradients. ",,9.41,True,../pics/2026_AW/Umiss _2443/images/74786_PF-9_50cm_Light brown_PF-9_50cm_Claret red_PF-9_50cm_pantone 5625U_0_ESTIMATED ORDER-Umiss -2026_AW-SF2443.jpg
66388,2026_AW,China Neeo,Green,,,Dark green,Gold,,Green,Gold,,False,0.95,0.85,,The product features a dominant dark green color with a matte finish. Each tree is wrapped in clear plastic and tied with a shiny gold ribbon. The overall appearance is uniform with no distinct patterns or gradients.,,8.14,True,../pics/2026_AW/China Neeo_1545/images/66388_N37052-10320-2_0_SELECTION SHEET-China NeeoPATOK-2026_AW-SF1545 (1).jpg
68882,2026_AW,Smile Interiors,Dark brown,,,Dark brown,Gold,,Brown,Gold,,False,0.9,0.85,,"The product features a dominant dark brown color with a metallic sheen, complemented by a gold trim around the mirror. The circular design includes overlapping petal-like shapes, enhancing the visual texture. The mirror itself is reflective, contributing to the overall color scheme.",,6.76,True,../pics/2026_AW/Smile Interiors_2117/images/68882_2863D_0_INFORMATION SHEET-Smile Interiors-2026_AW-SF2194.jpg
72085,2026_AW,"Shenyang James Global Co., LTD. ",Multi,,,Beige,Red,Gold,Beige,Red,Gold,False,0.9,0.85,0.8,"The product features a dominant light brown color for the bear, with accents of red for the buttons and shoes. The collar is a soft beige, while the balloons include gold and white. The hat is red with white stripes. The overall finish is soft and matte.",,8.74,True,../pics/2026_AW/Shenyang James Arts & Crafts_2394/images/72085_D012522224-1BN_0_ESTIMATED ORDER CP 1-2-Shenyang James Arts & Crafts-2026_AW-SF1724.jpg
64280,2026_AW,C&H Crystal,Gold,,,Transparent,Gold,,Transparent,Gold,,False,0.9,0.85,,"The product features clear crystal with a glossy finish and metallic gold accents. The crystal exhibits a transparent quality, while the gold adds a warm, reflective sheen. The overall design is elegant with a smooth, flowing shape.",,9.52,True,../pics/2026_AW/C&H Crystal_1757/images/64280_ch258 - s_1_0_SELECTION SHEET-C&H Crystal-2026_AW-SF1757 PAT OK.jpg
52412,2026_SS,Meirui,Yellow,,,Multi,,,Multi,,,True,1.0,,,"The product features a range of colors including light pink, pink, purple, orange, yellow, and white for the flower heads. The stems are a natural green color. The flower petals have a matte finish, while the stems appear slightly glossy. There are no distinct patterns or gradients. ",,14.84,True,../pics/2026_SS/Meirui_1583/images/52412_MR124-YJ0998_YELLOW_0_2026_SS-Meirui-1583-INFORMATION-SHEET_20241126_080547449.jpg
58639,2026_SS,Like Ceramics,White,Black,,Black,White,,Black,White,,False,0.95,0.9,,"The product features a monochromatic color scheme with dominant black and white colors. The left plate has intricate black patterns on a white background, while the right plate showcases bold black flowers on a white base. Both plates have a glossy finish.",,7.81,True,../pics/2026_SS/Like Ceramics_1295/images/58639_LYP08A_LYP08A_2_0__merged_20250319_144420147.jpg
71680,2026_AW,Saite Gift Co Ltd,White,Christmas red,,Red,White,Natural,Red,White,Natural,False,0.9,0.85,0.8,"The product features a vibrant red color on one side and a clean white color on the other. The base is a natural wood tone. The red side has a glossy finish, while the white side appears matte. There are cut-out patterns of trees and windows on both sides.",,8.75,True,../pics/2026_AW/Saite Gift Co Ltd_1560/images/71680_AD279719_AD279719_1_0_266610_merged_20250626_115425471.jpg
33175,2026_SS,Xiamen XinJiapeng ,Orange,Transparent,,Orange,Light green,,Orange,Green,,False,0.9,0.85,,"Dominant colors include vibrant orange and soft green from the ranunculus flowers, with additional shades of light green from the leaves. The glass pot is clear. The overall finish is glossy due to the glass. There are no distinct patterns or gradients. ",,8.51,True,../pics/2026_SS/Xiamen XinJiapeng _1260/images/33175_XT93031-11 LORG_0_2026_SS-Xiamen XinJiapeng -1260-SELECTION-SHEET.jpg
46390,2026_SS,Artisan House,Natural,,,Natural,,,Natural,,,False,0.95,,,"The placemat features a dominant natural jute color with warm beige and light brown tones. The texture is matte, showcasing the woven pattern. There are subtle variations in the hue due to the natural fibers. No additional colors are present.",,8.65,True,../pics/2026_SS/Artisan House_684/images/46390_AHJP-016_0_SELECTION SHEET-Artisan House-2026_SS-SF684.jpg
57923,2026_SS,V&S,Beige,,,Terracotta,White,,Brown,White,,False,0.95,0.85,,"The product features a dominant terracotta color with a matte finish. The surface has an embossed floral pattern, enhancing its visual texture. The candle inside is a creamy white. Overall, the product showcases warm earthy tones.",,7.82,True,../pics/2026_SS/V&s_1618/images/57923_24SN11211_0_2026_SS-V&s-1618-INFORMATION-SHEET 2.jpg
46960,2026_SS,Wadou Creative Art Co,Khaki green,Off-white,,Olive,Beige,Dark grey,Green,Beige,Grey,False,0.9,0.85,0.75,"The artwork features dominant colors of muted olive green, soft beige, and white, with hints of dark gray. The finishes appear matte, enhancing the subtlety of the colors. There are no distinct patterns, but the colors blend in an abstract manner. ",,8.92,True,../pics/2026_SS/Wadou Creative Art Co_1637/images/46960_23_0_2026_SS-Wadou Creative Art Co-1637-SELECTION-SHEET PAT OK.jpg
66509,2026_SS,Kate Mas,Natural,,,Natural,Off-white,,Natural,White,,False,0.95,0.8,,"The product features a natural beige color with variations in tone, primarily from the grass material. The flamingo's body has a textured appearance due to the grass strands, while the legs and base are a lighter beige. The beak is a subtle off-white. The overall finish is matte, emphasizing the organic look.",,7.94,True,../pics/2026_SS/Kate Mas_1778/images/66509_DC2427 M_0_SELECTION SHEET-Kate Mas-2026_SS-SF1778.jpg
78082,2026_AW,All Market ,Blue,Green,,Green,Petrol,Emerald green,Green,Blue,Green,False,0.9,0.85,0.8,"The product features a gradient of deep emerald green, teal, and lighter green shades, with reflective metallic finishes. The surface is composed of various square and rectangular pieces that create a shimmering effect. The overall appearance is vibrant and dynamic due to the interplay of light on the glossy surfaces.",,7.56,True,../pics/2026_AW/All Market _2674/images/78082_AM85LC-L50 x W50 x H180cm - green_blue_0_SELECTION SHEET-All Market -2026_AW-SF2674.jpg
64861,2026_AW,Bolai Arts&crafts,Black,,,Red,Orange,Black,Red,Orange,Black,False,0.95,0.85,0.8,"The product features a dominant red color with a matte finish, complemented by glossy orange accents on the clock and two round elements. The clock face is white with black markings. The tire is black with a textured surface. The overall design has a vintage aesthetic.",,9.07,True,../pics/2026_AW/Bolai Arts&crafts_2246/images/64861_BLU0101_1_1_0_SELECTION SHEET-Bolai Arts&crafts-2026_AW-SF2246.jpg
57574,2026_AW,Sote,Gold,,,Gold,White,Silver,Gold,White,Silver,False,0.9,0.85,0.8,"The product features dominant colors of gold, white, and light brown. The gold has a glossy finish, while the white is fluffy and matte. There are also accents of silver from the trees and a hint of beige. The reindeer are a rich brown with a metallic sheen. The overall appearance includes a mix of textures and finishes, creating a festive look.",,9.6,True,../pics/2026_AW/Sote_1968/images/57574_B_0_SELECTION SHEET-Sote-2026_AW-SF1968.jpg
35271,2026_SS,Like Ceramics,White,Orange,,White,Orange,Green,White,Orange,Green,False,0.9,0.85,0.8,"The product features a predominantly white ceramic base with vibrant orange accents from the fruit illustrations. Green leaves complement the orange, adding a fresh touch. The finish is glossy, enhancing the colors' brightness. The wooden tray is a natural wood tone. Overall, the design includes patterns of oranges and leaves.",,10.46,True,../pics/2026_SS/Like Ceramics_1295/images/35271_LY819-ORANGE_0_2025_FW-Like Ceramics-502-INFORMATION-SHEET.jpg
70838,2026_AW,Xian Metals And Minerals Imp,Silver,,,Silver,White,,Silver,White,,False,0.95,0.85,,"The product features a dominant silver color with a glossy, metallic finish, creating a shimmering effect. The hat is a soft white with a matte finish, and the scarf is also silver, blending seamlessly with the body. The overall appearance is festive and reflective, with no distinct patterns or gradients. ",,10.35,True,../pics/2026_AW/Xian Metals And Minerals Imp_2745/images/70838_25JP072_0_FINAL PRICE + PACK xian metals.jpg
56083,2026_SS,Zibo Beacon,Turquoise,White,,Green,White,,Green,White,,False,0.9,0.85,,"The product features a translucent white seahorse and a green seahorse with white stripes. The white seahorse has a glossy finish, while the green seahorse displays a combination of glossy and matte textures. Both are made of glass.",,7.06,True,../pics/2026_SS/Zibo Beacon_1708/images/56083_ESA2553-2_ESA2553-3_0_63533_merged_20241218_080440583.jpg
46940,2026_SS,Wadou Creative Art Co,Black,White,,Taupe,Off-white,,Beige,White,,False,0.9,0.85,,"The product features a combination of soft beige and warm taupe colors, with a matte finish. The design includes abstract shapes in off-white against a taupe background, creating a subtle contrast. The overall aesthetic is minimalistic with no distinct patterns or gradients. ",,7.5,True,../pics/2026_SS/Wadou Creative Art Co_1637/images/46940_F1A242666-WE234314CAB WE234319BAB WE234416FAB-F1610(WXP015)-2682-ZSH_0_2026_SS-Wadou Creative Art Co-1637-INFORMATION-SHEET.jpg
34612,2026_AW,Jianwen Craft,Gold,,,Gold,,,Gold,,,False,0.95,,,"The product features a dominant metallic gold color with a glossy finish, showcasing a textured surface. The overall appearance is uniform without distinct patterns or gradients.",,7.78,True,../pics/2026_SS/Jianwen Craft_1278/images/34612_11187346_0_JIANWEN 1-2026 SELECTION SHEET-old.jpg
44416,2026_AW,Saite Gift Co Ltd,Brown,White,,Camel,Gold,White,Brown,Gold,White,False,0.9,0.85,0.8,"The product features a dominant light brown body with dark brown polka dots. The hat is light brown with gold stripes, and the face is a soft cream color. The tree is white with gold accents. The overall finish is matte with some glossy elements on the gold. ",,7.99,True,../pics/2026_AW/Saite Gift Co Ltd_1560/images/44416_AD278276_0_ESTIMATED ORDER Saite Gift Co Ltd-2026_ AW-SF1560.jpg
70055,2026_SS,Ceramica Casas,Orange,White,,Multi,,,Multi,,,True,1.0,,,"The product features a glossy white ceramic base adorned with vibrant red and orange floral patterns. The rim and saucer are a solid bright red, while the flowers include shades of orange and yellow accents. The overall finish is glossy, enhancing the brightness of the colors.",,9.06,True,../pics/2026_SS/Ceramica Casas_2009/images/70055_flores naranja 21_0_INFORMATION SHEET-Ceramica Casas-2025_SS-SF1248.jpg
61595,2026_AW,Mahesh Handicrafts,Brown,,,Brown,,,Brown,,,False,0.95,,,"The product features a rich, warm brown color with a slightly glossy leather finish. The surface exhibits subtle variations in tone, adding depth to the overall appearance. There are no distinct patterns or gradients present.",,9.56,True,../pics/2026_AW/Mahesh Handicrafts_2186/images/61595_3061 brown_0_SELECTION SHEET-Mahesh Handicrafts-2026_AW-SF2186 (2) pat ok.jpg
56308,2026_SS,Housemart Manufacture ,Dark green,,,Orange,Yellow,White,Orange,Yellow,White,False,0.9,0.85,0.8,The pendant lamp features a glossy orange shade and a glossy yellow top. The bulb is encased in a frosted white glass. The overall finish is smooth and reflective.,,7.28,True,../pics/2026_SS/Housemart Manufacture _1634/images/56308_HM24970 green_0_INFORMATION_SHEET- Housemart 2024-10-24_20241219_141236535.jpg
51723,2026_SS,Gemy Welldone Glass,Green,,,Blue,,,Blue,,,False,0.9,,,"The product features a dominant blue color with a glossy finish. The surface has an embossed pattern that adds texture. The overall appearance is a rich, deep blue with slight variations due to the design.",,8.69,True,../pics/2026_SS/Gemy Welldone Glass_1685/images/51723_JY211121G_0_2026_SS-Gemy Welldone Glass-1685-SELECTION-SHEET PAT OK.jpg
71618,2026_AW,Meizhou Jinfang,Burgundy,,,Burgundy,Red,,Red,Red,,False,0.95,0.85,,"The product features a dominant deep burgundy color with a glossy finish, enhanced by numerous shiny sequins that reflect light, creating a sparkling effect. The overall appearance is rich and festive.",,7.39,True,../pics/2026_AW/Meizhou Jinfang_2213/images/71618_E14606-WR-60CM_E14606-WR-50CM_E14606-WR-40CM_0_266727_merged_20250626_092657804.jpg
35263,2026_SS,Like Ceramics,White,Yellow,,White,Yellow,Green,White,Yellow,Green,False,0.85,0.9,0.8,"The product features a predominantly white ceramic base with vibrant yellow lemons and green leaves. The lemons are illustrated in various sizes, creating a playful pattern. The bamboo tray adds a natural wood tone finish. The overall finish is glossy due to the ceramic material.",,9.57,True,../pics/2026_SS/Like Ceramics_1295/images/35263_LY819-LEMON_0_2025_FW-Like Ceramics-502-INFORMATION-SHEET.jpg
74058,2026_AW,Sofine Framing,Multi,,,Mustard yellow,Olive,Burgundy,Yellow,Green,Red,False,0.9,0.85,0.85,"The product features three distinct photo frames in vibrant colors: a rich mustard yellow, a deep olive green, and a bold burgundy red. Each frame has a soft, matte finish with a textured, fringed edge. The glass insert is clear, allowing visibility of the printed text. The overall design showcases a vintage aesthetic with modern touches.",,10.32,True,../pics/2026_AW/Sofine Framing_2365/images/74058_SF551996G-1318_SF551996OR-1318_SF551996G-1318_1_0_SELECTION SHEET-Sofine Framing-2026_AW-SF2365 PAT OK.jpg
73765,2026_AW,Layn Sino Furniture,Taupe,,,Taupe,,,Beige,,,False,0.9,,,"The product features a dominant taupe color with a soft, matte finish. The surface appears smooth and uniform, with no visible patterns or gradients. The overall aesthetic is simple and modern.",,6.99,True,../pics/2026_AW/Layn Sino Furniture_2337/images/73765_Pouff 4_0_INFORMATION SHEET-Layn Sino Furniture-2026_AW-SF2337 0721.jpg
57872,2026_SS,V&S,Multi,,,Pink,Silver,,Pink,Silver,,False,0.9,0.85,,"The product features a clear glass body with a subtle pink tint, complemented by a metallic silver bird-shaped lid. The glass has a glossy finish, enhancing its reflective quality. The overall design includes textured patterns on the surface.",,7.0,True,../pics/2026_SS/V&s_1618/images/57872_23ST109165_0_2026_SS-V&s-1618-INFORMATION-SHEET 2.jpg
75068,2026_AW,Rajkamal Overseas,Black,,,Dark brown,,,Brown,,,False,0.9,,,"The bowl features a deep, rich dark brown color with subtle variations in tone, showcasing the natural grain of the mango wood. The finish appears matte, enhancing the organic feel of the wood.",,8.44,True,../pics/2026_AW/Rajkamal Overseas_2206/images/75068_77268_0_ESTIMATED ORDER-Rajkamal Overseas-2026_AW-SF2206.jpg
59742,2026_SS,Evergreat International Co,Natural,Beige,,Natural,,,Natural,,,False,0.95,,,"The product features a natural beige color with a textured finish. The woven pattern creates a subtle visual interest, but the overall color remains consistent. The material is primarily natural fibers, contributing to its organic appearance.",,6.65,True,../pics/2026_SS/Evergreat International Co_1784/images/59742_EG034000_2_0_SELECTION SHEET-Evergreat International Co-2026_SS-SF1784.jpg
68912,2026_AW,Team Youth,Christmas red,,,Christmas red,,,Red,,,False,0.95,,,"The product features a dominant bright red color with variations in finish, including glossy and glittery textures. The glossy red spheres are complemented by red tinsel accents, adding depth. The overall appearance is vibrant and festive, with no distinct color variations noted. ",,9.35,True,../pics/2026_AW/Team Youth_1842/images/68912_TS2112-16BB1a-red_0_ESTIMATED ORDER-Team Youth-2026_AW-SF1842_20250814_084951985.jpg
60994,2026_SS,Avh Associates,White,Dark orange,,Orange,White,,Orange,White,,False,0.9,0.9,,"The cushion cover features a dominant white base with vibrant orange floral patterns. The orange is bright and bold, creating a striking contrast against the white. The finish is matte, typical of cotton fabric.",,8.66,True,../pics/2026_SS/Avh Associates_1702/images/60994_CUMAA661-013. 2018_0_ESTIMATED ORDER-Avh Associates-2026_SS-SF1702.jpg
68626,2026_SS,Castanheira,White,Light beige,,White,Beige,Light green,White,Beige,Green,False,0.9,0.85,0.8,"The product features a dominant white color with subtle beige and light green accents. The surface has a textured matte finish, enhancing the visual depth. The vases exhibit vertical streaks in beige, adding a pattern to the overall design. The total number of distinct colors is estimated to be 3.",,10.52,True,../pics/2026_SS/Castanheira_2087/images/68626_1199_65_0_2026_SS-CASTANHEIRA-SELECTION-SHEET - VF.jpg
54945,2026_SS,Glory International,Azure blue,White,,Pink,Light green,White,Pink,Green,White,False,0.85,0.85,0.8,"The vase features a blend of soft pink, light green, and white swirls, creating a marbled effect. The glass has a glossy finish that enhances the colors' vibrancy.",,8.0,True,../pics/2026_SS/Glory International_1687/images/54945_CKU3020_0_OK 2026_SS-Glory International-1687-INFORMATION-SHEET_20241209_130825943.jpg
57299,2026_SS,Minhou Fusheng,Blue,White,,Blue,Green,Yellow,Blue,Green,Yellow,False,0.85,0.85,0.8,"The product features a range of colors including light blue, dark blue, green, and yellow. The fish have a glossy finish, enhancing the vibrancy of the colors. There are variations in the blue shades and the green tones, with distinct yellow accents on the fins. The overall design showcases a multi-color aspect with a natural marine theme.",,9.89,True,../pics/2026_SS/Minhou Fusheng_1689/images/57299_FL240659 BLUE_0_2026_SS-Minhou Fusheng-1689-INFORMATION-SHEET.jpg
78068,2026_AW,All Market ,Transparent,,,Transparent,Silver,,Transparent,Silver,,False,0.9,0.85,,"The chandelier features a dominant clear color from the acrylic beads, complemented by a shiny silver metallic frame. The acrylic elements exhibit a subtle rainbow effect due to light refraction. The overall finish is glossy, enhancing the reflective qualities of the materials.",,9.01,True,../pics/2026_AW/All Market _2674/images/78068_AM929LI - transparent_0_ESTIMATED ORDER - All Market -2026_AW-SF2674.jpg
68636,2026_SS,Castanheira,Yellow,Orange,,Yellow,Purple,Orange,Yellow,Purple,Orange,False,0.9,0.85,0.8,The product features a vibrant yellow pot with purple floral patterns and an orange pot with similar purple floral designs. Both pots have a glossy finish that enhances the brightness of the colors.,,7.93,True,../pics/2026_SS/Castanheira_2087/images/68636_230_20_1_0_61385_merged_20250604_094302712.jpg
